content,convId,userId,expected_meta
现在手头有做永磁同步电机的上游供应商资源，想开发下游渠道经销商，谁有这方面的客户信息？,1782441481076,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在做钛板材这块，怎么找到靠谱的经销商和下游渠道？,1782441481077,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
做磷酸这个产品，咱们主要瞄准哪些下游客户能带来稳定的大商机啊？,1782441481078,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想找一些做鲜奶的经销商，咱们手里有没有靠谱的上游供应商渠道？,1782441481079,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有做气流式粉碎机的上游供应商，我这边有些客户在找这类设备的下游经销商渠道？,1782441481080,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找原油的上游供应商，有没有靠谱的渠道能对接一下？,1782441481081,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
想找做肉类生意的上游供应商，手里有几个餐饮客户，有没有靠谱的渠道推荐一下？,1782441481082,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想找点清洗设备的上游供应商，你们那有没有靠谱的厂家能直接对接渠道？,1782441481083,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想开发几个稳定的下游经销商，他们问有没有钛合金的渠道，能对接一下资源吗？,1782441481084,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发新客户，印制电路板的上游供应商和下游经销商渠道有哪些靠谱的推荐？,1782441481085,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找碳纤维增强复合材料的上游供应商，不知道咱们渠道这边有没有靠谱的推荐？,1782441481086,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
有没有做摄像头的上游供应商，我想开发一些经销商来铺货？,1782441481087,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想找一些做车载计算设备的供应商，咱们这边有靠谱的上游渠道推荐吗？,1782441481088,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有做石油焦的客户资源？最近想找几个靠谱的上游供应商，手里有商机可以对接。,1782441481089,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近有没有靠谱的肉牛上游供应商渠道，我想找些下游经销商一起合作搞商机？,1782441481090,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发一批做塑料制品的小厂，聚苯乙烯树脂这块有什么靠谱的经销商或者上游供应商可以推荐？,1782441481091,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想开发一批做六氟磷酸锂的上游供应商，有没有靠谱的渠道推荐？,1782441481092,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近钢材价格波动大，想问问有没有靠谱的经销商可以合作，帮我们找下客户商机。,1782441481093,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
做工业机器人的，最近在找下游经销商，客户这边有没有什么靠谱的商机？,1782441481094,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近手头积压了一批电视机，有没有认识的上游供应商或者经销商，能帮我对接一下渠道找客户？,1782441481095,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
氧化铝这个产品，现在想找几个靠谱的上游供应商，能推荐下渠道吗？,1782441481096,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有做Flash存储器的上游供应商渠道，能帮我找到靠谱的经销商来撬动更多商机？,1782441481097,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有没有做硫酸的渠道商老板，手头有商机想找靠谱的上游供应商，能对接一下不？,1782441481098,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
有没有做稀土材料的经销商，能供应氧化铽的，想开发几个下游渠道看看商机。,1782441481099,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找做晶体化工的客户，谁能推荐几个有结晶釜需求的经销商？,1782441481100,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在开发新客户，哪里有做镍合金丝的靠谱上游供应商推荐？,1782441481101,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近手头缺货源，想找做建筑陶瓷的上游供应商，渠道靠谱的有没有推荐？,1782441481102,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想找点封装测试设备的渠道，有没有靠谱的上游供应商推荐？,1782441481103,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近对接的客户在做钯这块业务，有没有靠谱的上游供应商渠道能介绍下？,1782441481104,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我们公司代理碳化硅衬底材料，现在想开发靠谱的下游经销商，有哪些渠道能快速找到客户？,1782441481105,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
膜组件这个产品，我该找哪类客户去聊，才能挖掘到更多商机？,1782441481106,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
找了几个大点的经销商，想问问肺通气功能测试仪这产品渠道价格能不能降点，客户那边预算紧张。,1782441481107,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想做钴这块的业务，有没有靠谱的客户渠道或者上游供应商推荐一下？,1782441481108,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近有没有客户需要金刚石与金属复合材料？我这有个不错的商机想对接一下上游供应商。,1782441481109,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
管材这块儿，客户一般怎么找？有没有做建材的经销商渠道能介绍下？,1782441481110,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想找一些上游供应商，专门做滚针轴承的，有哪些靠谱的渠道可以对接一下？,1782441481111,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找上游的闸阀供应商，有没有靠谱的渠道能推荐几个做批发的？,1782441481112,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近我在找压敏电阻器的下游经销商，有没有靠谱的客户能对接上这类的商机？,1782441481113,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有做棕榈油的经销商或者渠道资源，想开发点下游客户，顺便看看上游供应商。,1782441481114,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有客户需要微波陶瓷的，我在找下游经销商一起开发商机，求推荐渠道。,1782441481115,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有个客户做焊接的，一直问氩气供应，这个上游供应商好不好找，有没有好渠道能稳定拿货？,1782441481116,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有认识做装配与拆卸机器人的上游供应商，想找点新渠道给客户推荐。,1782441481117,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在跑工程单子，做普通硅酸盐水泥的朋友们有没有好的下游经销商资源，想找点靠谱的渠道来接单。,1782441481118,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想开发几个新客户，有做锂离子电池电解液的上游供应商渠道吗？,1782441481119,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
有没有做蒸汽设备的客户，能帮我找到几个靠谱的经销商渠道？,1782441481120,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近做电池的客户需求挺多，怎么找到靠谱的上游供应商合作？,1782441481121,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
有没有做电力电缆的下游经销商，我想挖掘一些商机，帮客户找合适的供应商？,1782441481122,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近做基建项目，预应力钢绞线这块的老客户，有新的商机没，怎么挖下游经销商？,1782441481123,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
做化工填料这块，怎么找到靠谱的经销商帮我铺开渠道？,1782441481124,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我们做陶瓷材料的，客户要氧化钇，去哪找靠谱的供应商和经销商渠道？,1782441481125,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近跑了好几个项目，客户都在问绝缘材料这块，有没有靠谱的上游供应商推荐？,1782441481126,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找钕铁硼永磁元件的上游供应商，有没有靠谱的渠道推荐一下？,1782441481127,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在做石油这块业务，有没有什么渠道能帮我找到靠谱的上游供应商？,1782441481128,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找新能源汽车车载充电机的上游供应商，有没有靠谱的渠道推荐？,1782441481129,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想找一些做镍钴铝酸锂三元材料的上游供应商，不知道各位老铁有没有靠谱的渠道推荐？,1782441481130,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
我想找做仲钨酸铵的上游供应商，能不能通过渠道帮我挖掘点商机？,1782441481131,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
咱们这个膜分离装置，主要能帮我去找哪些上游供应商合作，开发新客户比较好？,1782441481132,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近光纤预制棒相关的经销商好不好找，有没有靠谱的客户渠道推荐？,1782441481133,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想拓展点航空器的发动机业务，客户那边有没有什么靠谱的上游供应商渠道能开发啊？,1782441481134,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我想找做锌的上游供应商，有没有合适的渠道或经销商可以对接一下，帮客户找商机？,1782441481135,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找做化工设备的大客户，谁有板焊结构加氢反应器的上游供应商渠道能介绍一下？,1782441481136,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
用对二甲苯这个产品，怎么找上游供应商啊，最近客户问得太多了，有没有靠谱的渠道？,1782441481137,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有没有做氯化氢的客户资源，想找靠谱的上游供应商合作开发商机。,1782441481138,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近有个客户在找钽的上游供应商，兄弟那边有渠道资源没？,1782441481139,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发几个靠谱的经销商来卖水泵设备，哪位朋友有现成的渠道能聊聊？,1782441481140,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
我想找一个靠谱的上游供应商，专门做冰箱的，帮我推荐几个渠道能对接经销商？,1782441481141,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我在跑电子纱的市场，怎么找到靠谱的渠道和下游经销商？,1782441481142,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想拓展磷矿石这块的业务，哪里能找到靠谱的下游客户和经销商合作？,1782441481143,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有客户问电池隔膜这块，咱们有没有靠谱的上游供应商能对接？,1782441481144,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
多晶硅这块，有没有靠谱的上游供应商推荐，我想开发几个稳定渠道拿货。,1782441481145,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近做散热器这块，想问问其他散热器有哪些靠谱的渠道商，适合开发下游经销商？,1782441481146,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在跑钢绞线业务，有哪些渠道能接触到做桥梁工程的客户和上游供应商，方便挖掘商机？,1782441481147,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开拓一批氟制冷剂的下游经销商，哪里能挖到靠谱的渠道和商机？,1782441481148,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
我们做鸡蛋批发的，怎么找到靠谱的经销商来铺渠道？,1782441481149,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近手头有批变频器的货，想找几个靠谱的下游经销商，谁有渠道推荐下？,1782441481150,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找汽车起重机这块的客户资源，有没有靠谱的上游供应商能给介绍下？,1782441481151,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我在找做粉末涂料的下游经销商，有没有渠道能接触到这类客户？,1782441481152,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
有没有做滤油器的上游供应商，能给我推荐几家靠谱的，我想开发新渠道。,1782441481153,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
想找做镍的经销商，手头有几个下游客户需要供货，有什么靠谱的上游供应商推荐？,1782441481154,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有没有做尿素的上游供应商，我想找点靠谱的渠道拿货分给下面的经销商。,1782441481155,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
有没有做磷酸盐的经销商渠道可以对接？我在找下游客户和商机。,1782441481156,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
这种锡材料，下游的经销商一般会找什么样的客户来推广？,1782441481157,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
做电抗器这块，想问问有没有靠谱的经销商渠道，能帮我多找点客户和商机？,1782441481158,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找能做己二酸的老客户，有没有哪个下游经销商或者渠道有这方面的商机？,1782441481159,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找透水砖这块的商机，有没有靠谱的上游供应商能稳定供货的？,1782441481160,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
想找做石墨的经销商，带带路，能对接上上游供应商不？,1782441481161,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想开发些新客户，有没有做硅烷的经销商渠道可以推荐下？,1782441481162,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在跑检测设备的客户，谁能给点上游供应商的资源或者下游经销商的渠道？,1782441481163,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
我们做盐酸的，手上有些下游客户资源，怎么快速找到靠谱的上游供应商对接商机？,1782441481164,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
做钯炭催化剂的，最近想找几个靠谱的经销商，哪些渠道能挖到客户商机？,1782441481165,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
咱们这边想找一些玉米的优质经销商，能不能帮忙挖掘点下游渠道资源？,1782441481166,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想找一些做纺织的客户，他们需要涤纶棉型短纤维这种原料，哪里能挖到商机？,1782441481167,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我们公司的锰锌铁氧体软磁元件，怎么找靠谱的经销商来铺渠道？,1782441481168,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近石英砂需求挺旺的，我这边有几家下游经销商想找稳定的上游供应商，你们有没有靠谱的石英砂渠道推荐？,1782441481169,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
老铁们，做机动车润滑油这块，怎么快速找到靠谱的经销商和下游渠道来抓商机？,1782441481170,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我想找做氮肥的下游经销商，手头有客户这块的商机资源，怎么对接靠谱渠道？,1782441481171,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想开发一批做新能源汽车电动机的经销商，有没有靠谱的渠道或上游供应商推荐？,1782441481172,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
做清洁机器人的，想找一些有商机的上游供应商，谁能推荐几个靠谱的渠道？,1782441481173,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想拓展洗碗机这块业务，怎么找到靠谱的经销商来铺渠道，手里有几个客户问价但没对上合适的商机？,1782441481174,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发下游经销商，氯化镁这类产品有哪些靠谱的上游供应商推荐？,1782441481175,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
现在手头有一批变压器，想找靠谱的经销商，谁有下游渠道能对接一下？,1782441481176,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
现在有个辊压机的项目，怎么找到靠谱的经销商来铺渠道？,1782441481177,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发精密仪器维护这块的客户，哪里能找到靠谱的分子泵上游供应商啊？,1782441481178,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找能做石英纤维及制品的上游供应商，有没有靠谱的渠道能对接？,1782441481179,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有没有做己内酰胺的兄弟，想找靠谱的上游供应商，手里有几家下游经销商能对接？,1782441481180,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有客户问棉花的事，能帮我找找上游供应商或下游经销商吗？,1782441481181,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想找点葵花籽毛油这块的供应商，各位老铁有没有靠谱的上游渠道能对接一下？,1782441481182,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有做聚氯乙烯树脂的下游经销商，我想找几个靠谱的渠道铺货。,1782441481183,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有没有做计算机主板的上游供应商，我想找几个靠谱的渠道开发客户？,1782441481184,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
双向变流器这块儿，有哪些靠谱的上游供应商能长期供货啊？,1782441481185,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
兄弟们有没有做磷酸铁的客户，想找点靠谱的上游供应商对接一下。,1782441481186,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
做废水处理设备这块，最近有没有找到靠谱的上游供应商，能帮我们抓点新客户和商机啊？,1782441481187,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想找五氯化磷的下游经销商，有啥渠道能挖到靠谱客户和商机？,1782441481188,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有搞稀土永磁合金的供应商渠道，我想找几个下游经销商来带带客户？,1782441481189,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发几个下游经销商，谁能推荐点靠谱的磷酸氢钙渠道商？,1782441481190,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找聚酯多元醇的上游供应商，有没有靠谱的渠道推荐？,1782441481191,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
焦炭这块，最近有客户想找靠谱的上游供应商，你们那边能不能提供些商机？,1782441481192,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找能供应真空泵的上游供应商，有没有靠谱的渠道推荐？,1782441481193,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近公司在做人形机器人的推广，想问问有没有靠谱的渠道能直接对接上下游的经销商，帮我挖掘更多客户。,1782441481194,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近在找钛合金板材的供应商，有没有靠谱的上游渠道能推荐？,1782441481195,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近想开拓润滑脂这块业务，有没有啥渠道能挖到靠谱的经销商或者大客户？,1782441481196,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
化纤面料这块，我最近想开发几个靠谱的经销商，老铁们有没有推荐的渠道能快速找到客户？,1782441481197,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
兄弟们，谁有做碳酸二乙酯的上游供应商渠道？我想找个靠谱的经销商合作跑量。,1782441481198,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
哪里有做锂电池的客户，想找几个靠谱的上游供应商合作？,1782441481199,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
"最近想开拓化工原料这块，1,4-丁二醇怎么找靠谱的上游供应商，能给我推荐些渠道吗？",1782441481200,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
老铁，我想找些做冷库的客户，他们是不是会用到温度传感器监测温度，这算不算商机？,1782441481201,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
想问问涤纶长丝这块，有靠谱的经销商渠道推荐吗？最近在找下游客户资源。,1782441481202,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近有没有做真空热处理炉的供应商，想找几个靠谱的上游渠道对接一下客户资源？,1782441481203,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
最近想开发几个靠谱的经销商卖浮法玻璃，你们那边有没有现成的商机渠道可以推荐一下？,1782441481204,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
兄弟，静态混合器这东西，哪些下游经销商手里有客户或商机，帮我找找上游靠谱的供应商渠道？,1782441481205,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近我在找能提供退火炉的上游供应商，手头有几个客户需要这设备，大家有没有靠谱的渠道推荐？,1782441481206,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我们这边做电子器件的，想找靠谱的上游供应商，你有渠道推荐吗？,1782441481207,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在做铝材这块，有没有什么渠道能直接找到下游的经销商或者工厂客户？,1782441481208,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我这边做钨的，想找些靠谱的上游供应商，客户那边催得紧，你有渠道推荐吗？,1782441481209,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
有没有做雷达的客户资源，我想看看能不能挖掘点商机。,1782441481210,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
我手头有些丙烯腈的货，想找靠谱的经销商来铺渠道，哪里有客户资源推荐？,1782441481211,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
老铁们，最近想找做新能源汽车电机控制器的上游供应商，有靠谱的渠道推荐吗？,1782441481212,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
最近在找能做电感器的上游供应商，有没有靠谱的渠道推荐？,1782441481213,2059558271563870208,{"agentId": "0ebbbfe318764e33972ee78cd60f761c"}
哪些客户需要阀门？我想挖掘一些商机，帮我找找做阀门供应的上游供应商和渠道。,1782441481214,2059558271563870208,{"agentId": "72d2abe16e32424aac127cef38a2aaf7"}
